document,sentiment
The characters are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach .,neg
He nonetheless appreciates the art and reveals a music scene that transcends culture and race .,pos
"The cast is phenomenal , especially the women .",pos
"This little film is so slovenly done , so primitive in technique , that it ca n't really be called animation .",neg
"Vibrantly colored and beautifully designed , Metropolis is a feast for the eyes .",pos
Jason Patric and Ray Liotta make for one splendidly cast pair .,pos
"Brings together some of the biggest names in Japanese anime , with impressive results .",pos
"The story gives ample opportunity for large-scale action and suspense , which director Shekhar Kapur supplies with tremendous skill .",pos
"If you like quirky , odd movies and\/or the ironic , here 's a fun one .",pos
Ms. Hutchins is talented enough and charismatic enough to make us care about Zelda 's ultimate fate .,pos
An engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character .,pos
And it 's harder still to believe that anyone in his right mind would want to see the it .,neg
"My precious new Star Wars movie is a lumbering , wheezy drag ...",neg
It 's quite an achievement to set and shoot a movie at the Cannes Film Festival and yet fail to capture its visual appeal or its atmosphere .,neg
"Some movies suck you in despite their flaws , and Heaven is one such beast .",pos
"A venturesome , beautifully realized psychological mood piece that reveals its first-time feature director 's understanding of the expressive power of the camera .",pos
"A compassionate , moving portrait of an American -LRB- and an America -RRB- always reaching for something just outside his grasp .",pos
Does n't deserve a passing grade -LRB- even on a curve -RRB- .,neg
"Fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film .",pos
You begin to long for the end credits as the desert does for rain .,neg
Do n't even bother to rent this on video .,neg
"Pete 's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .",pos
"It 's a loathsome movie , it really is and it makes absolutely no sense .",neg
"This hastily mounted production exists only to capitalize on Hopkins ' inclination to play Hannibal Lecter again , even though Harris has no immediate inclination to provide a fourth book .",neg
"Mr. Deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy .",pos
A limp Eddie Murphy vehicle that even he seems embarrassed to be part of .,neg
Attal pushes too hard to make this a comedy or serious drama .,neg
Everything was as superficial as the forced New Jersey lowbrow accent Uma had .,neg
As steamy as last week 's pork dumplings .,neg
"After you laugh once -LRB- maybe twice -RRB- , you will have completely forgotten the movie by the time you get back to your car in the parking lot .",neg
Beautifully crafted and cooly unsettling ... recreates the atmosphere of the crime expertly .,pos
"One of the most original American productions this year , you 'll find yourself remembering this refreshing visit to a Sunshine State .",pos
For dance completists only .,neg
"But the talented cast alone will keep you watching , as will the fight scenes .",pos
"Cold , Sterile And Lacking Any Color Or Warmth .",neg
"The kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .",pos
Just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm .,neg
... bibbidy-bobbidi-bland .,neg
"Nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release .",neg
"borrows a bit from the classics `` Wait Until Dark '' and `` Extremities '' ... But in terms of its style , the movie is in a class by itself .",pos
"The jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",neg
... really horrible drek .,neg
One sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot .,neg
The exclamation point seems to be the only bit of glee you 'll find in this dreary mess .,neg
"Filled with Alexandre Desplat 's haunting and sublime music , the movie completely transfixes the audience .",pos
The gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .,pos
This 90-minute dud could pass for Mike Tyson 's E !,neg
"The way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of Gator-bashing are consistently delightful .",pos
"Personally , I 'd rather watch them on the Animal Planet .",neg
Rarely does a film so graceless and devoid of merit as this one come along .,neg
A beautifully observed character piece .,pos
Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating .,neg
"but rather , ` How can you charge money for this ? '",neg
"Even if you 're an Elvis person , you wo n't find anything to get excited about on this DVD .",neg
Without any redeeming value whatsoever .,neg
The only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,neg
"`` Frailty '' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies .",pos
Every sequel you skip will be two hours gained .,neg
"The urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative .",pos
"A horrible , 99-minute stink bomb .",neg
Nicholson 's understated performance is wonderful .,pos
"-LRB- Less a movie than -RRB- an appalling , odoriferous thing ... so rotten in almost every single facet of production that you 'll want to crawl up your own \*\*\* in embarrassment .",neg
"Her fans walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost .",neg
"That rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .",pos
This thing is virtually unwatchable .,neg
"An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .",pos
A film that should be relegated to a dark video store corner is somehow making its way instead to theaters .,neg
"The directing and story are disjointed , flaws that have to be laid squarely on Taylor 's doorstep .",neg
"Ourside the theatre Roger might be intolerable company , but inside it he 's well worth spending some time with .",pos
"It might not be 1970s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness .",neg
I 'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .,neg
"A cellophane-pop remake of the punk classic Ladies and Gentlemen , The Fabulous Stains ... Crossroads is never much worse than bland or better than inconsequential .",neg
"Proof once again that if the filmmakers just follow the books , they ca n't go wrong .",pos
"Fails as a dystopian movie , as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix .",neg
"A slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time .",pos
The thing just never gets off the ground .,neg
"To call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .",pos
"The story is lacking any real emotional impact , and the plot is both contrived and cliched .",neg
"At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",pos
Scott delivers a terrific performance in this fascinating portrait of a modern Lothario .,pos
"Although What Time offers Tsai 's usual style and themes , it has a more colorful , more playful tone than his other films .",pos
Does n't add up to much .,neg
"Muddled , melodramatic paranormal romance is an all-time low for Kevin Costner .",neg
"The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment .",pos
Exciting documentary .,pos
It 's a drag how Nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,neg
"Unfortunately , it 's also not very good .",neg
Control-Alt-Delete Simone as quickly as possible,neg
"In his debut as a director , Washington has a sure hand .",pos
"The best comedy concert movie I 've seen since Cho 's previous concert comedy film , I 'm the One That I Want , in 2000 .",pos
"A dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets .",neg
"A lot of talent is wasted in this crass , low-wattage endeavor .",neg
The latest Adam Sandler assault and possibly the worst film of the year .,neg
"... an hour-and-a-half of inoffensive , unmemorable filler .",neg
One fantastic -LRB- and educational -RRB- documentary .,pos
The crap continues .,neg
Feel free to go get popcorn whenever he 's not onscreen .,neg
"The film does a solid job of slowly , steadily building up to the climactic burst of violence .",pos
Smart and taut .,pos
There 's so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,pos
"The movie is concocted and carried out by folks worthy of scorn , and the nicest thing I can say is that I ca n't remember a single name responsible for it .",neg
"A laughable -- or rather , unlaughable -- excuse for a film .",neg
Moore provides an invaluable service by sparking debate and encouraging thought .,pos
The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael .,pos
Hawn and Sarandon form an acting bond that makes The Banger Sisters a fascinating character study with laughs to spare .,pos
"Overall , Cletis Tout is a winning comedy that excites the imagination and tickles the funny bone .",pos
"... plays like a badly edited , 91-minute trailer -LRB- and -RRB- the director ca n't seem to get a coherent rhythm going .",neg
"On a cutting room floor somewhere lies ... footage that might have made No Such Thing a trenchant , ironic cultural satire instead of a frustrating misfire .",neg
I 'd watch these two together again in a New York minute .,pos
Would Benigni 's Italian Pinocchio have been any easier to sit through than this hastily dubbed disaster ?,neg
"-LRB- A -RRB- soulless , stupid sequel ...",neg
"Unfortunately , One Hour Photo lives down to its title .",neg
"It is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film .",pos
"A reminder that beyond all the hype and recent digital glitz , Spielberg knows how to tell us about people .",pos
At 78 minutes it just zings along with vibrance and warmth .,pos
Adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .,pos
"Kitschy , flashy , overlong soap opera .",neg
"-LRB- A -RRB- thoughtful , visually graceful work .",pos
Brosnan gives a portrayal as solid and as perfect as his outstanding performance as Bond in Die Another Day .,pos
Michael Moore 's latest documentary about America 's thirst for violence is his best film yet ...,pos
"Enormously enjoyable , high-adrenaline documentary .",pos
"There is a real subject here , and it is handled with intelligence and care .",pos
"With this masterful , flawless film , -LRB- Wang -RRB- emerges in the front ranks of China 's now numerous , world-renowned filmmakers .",pos
Chalk it up as the worst kind of hubristic folly .,neg
"There 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present .",neg
"Warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message .",pos
"One of the finest , most humane and important Holocaust movies ever made .",pos
A fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the New Age .,pos
There are scenes of cinematic perfection that steal your heart away .,pos
"In XXX , Diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .",pos
"The leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .",neg
Astonishing ... -LRB- frames -RRB- profound ethical and philosophical questions in the form of dazzling pop entertainment .,pos
"By the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing .",neg
"It could have been something special , but two things drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress .",neg
Not since Ghostbusters has a film used Manhattan 's architecture in such a gloriously goofy way .,pos
"Despite its floating narrative , this is a remarkably accessible and haunting film .",pos
"It 's a lovely , eerie film that casts an odd , rapt spell .",pos
A soul-stirring documentary about the Israeli\/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,pos
Maggie G. makes an amazing breakthrough in her first starring role and eats up the screen .,pos
"A classy , sprightly spin on film .",pos
"An energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching -LRB- or turntablism -RRB- in particular .",pos
"Smart , sassy interpretation of the Oscar Wilde play .",pos
A remarkably insightful look at the backstage angst of the stand-up comic .,pos
"Others , more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find Morrison 's iconoclastic uses of technology to be liberating .",pos
The film is so bad it does n't improve upon the experience of staring at a blank screen .,neg
"Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film .",pos
One of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from Ms. Spears .,neg
"If that does n't clue you in that something 's horribly wrong , nothing will .",neg
Foster and Whitaker are especially fine .,pos
`` Red Dragon '' is entertaining .,pos
An intelligently made -LRB- and beautifully edited -RRB- picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch .,pos
There 's no denying that Burns is a filmmaker with a bright future ahead of him .,pos
"Adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",pos
Spielberg 's realization of a near-future America is masterful .,pos
"Other than a mildly engaging central romance , Hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst .",neg
"` It 's painful to watch Witherspoon 's talents wasting away inside unnecessary films like Legally Blonde and Sweet Home Abomination , I mean , Alabama . '",neg
An hour and a half of joyful solo performance .,pos
"This is rote spookiness , with nary an original idea -LRB- or role , or edit , or score , or anything , really -RRB- in sight , and the whole of the proceedings beg the question ` Why ? '",neg
The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work .,pos
This film puts Wang at the forefront of China 's Sixth Generation of film makers .,pos
is that it 's a crime movie made by someone who obviously knows nothing about crime .,neg
"True to its animatronic roots : ... as stiff , ponderous and charmless as a mechanical apparatus ... ` The Country Bears ' should never have been brought out of hibernation .",neg
"To the civilized mind , a movie like Ballistic : Ecks Vs. Sever is more of an ordeal than an amusement .",neg
"It cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .",pos
"As an actress , Madonna is one helluva singer .",pos
Remarkable for its intelligence and intensity .,pos
It 's that good .,pos
"Offers no new insight on the matter , nor do its characters exactly spring to life .",neg
"If you 're over 25 , have an IQ over 90 , and have a driver 's license , you should be able to find better entertainment .",neg
-- but it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .,pos
Koepp 's screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .,neg
"... pitiful , slapdash disaster .",neg
The all-French cast is marveilleux .,pos
A fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system,pos
Stiff and schmaltzy and clumsily directed .,neg
"Between them , De Niro and Murphy make Showtime the most savory and hilarious guilty pleasure of many a recent movie season .",pos
Mazel tov to a film about a family 's joyous life acting on the Yiddish stage .,pos
"In that setting , their struggle is simply too ludicrous and borderline insulting .",neg
The movie slides downhill as soon as macho action conventions assert themselves .,neg
"Brutally honest and told with humor and poignancy , which makes its message resonate .",pos
"A movie more to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms .",neg
"There must be an audience that enjoys the Friday series , but I would n't be interested in knowing any of them personally .",neg
So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .,pos
Thoroughly awful .,neg
It 's a great performance and a reminder of Dickens ' grandeur .,pos
It is n't that Stealing Harvard is a horrible movie -- if only it were that grand a failure !,neg
Suffers from unlikable characters and a self-conscious sense of its own quirky hipness .,neg
"This is an exercise in chilling style , and Twohy films the sub , inside and out , with an eye on preserving a sense of mystery .",pos
It 's a shame that the storyline and its underlying themes ... finally seem so impersonal or even shallow .,neg
The only thing that distinguishes a Randall Wallace film from any other is the fact that there is nothing distinguishing in a Randall Wallace film .,neg
"A rip-off twice removed , modeled after -LRB- Seagal 's -RRB- earlier copycat Under Siege , sometimes referred to as Die Hard on a boat .",neg
"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play .",pos
There is simply no doubt that this film asks the right questions at the right time in the history of our country .,pos
"Maggie Smith as the Ya-Ya member with the O2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment .",pos
The script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .,neg
There 's only one way to kill Michael Myers for good : stop buying tickets to these movies .,neg
And it 's not that funny -- which is just generally insulting .,neg
"Blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it surveys , the film has in Kieran Culkin a pitch-perfect Holden .",pos
This flat run at a hip-hop Tootsie is so poorly paced you could fit all of Pootie Tang in between its punchlines .,neg
P.T. Anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .,pos
"It 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .",pos
"It 's no surprise that as a director Washington demands and receives excellent performances , from himself and from newcomer Derek Luke .",pos
"I was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .",pos
"What makes How I Killed My Father compelling , besides its terrific performances , is Fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching .",pos
"An ugly , pointless , stupid movie .",neg
"While it 's nothing we have n't seen before from Murphy , I Spy is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort .",pos
"An invaluable historical document thanks to the filmmaker 's extraordinary access to Massoud , whose charm , cultivation and devotion to his people are readily apparent .",pos
The film 's constant mood of melancholy and its unhurried narrative are masterfully controlled .,pos
Bears is even worse than I imagined a movie ever could be .,neg
One regards Reign of Fire with awe .,pos
"For the rest of us , sitting through Dahmer 's two hours amounts to little more than punishment .",neg
Tries so hard to be quirky and funny that the strain is all too evident .,neg
The most brilliant work in this genre since the 1984 uncut version of Sergio Leone 's flawed but staggering Once Upon a Time in America .,pos
"-LRB- Washington 's -RRB- strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .",pos
"But believe it or not , it 's one of the most beautiful , evocative works I 've seen .",pos
"Texan director George Ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare .",pos
This overproduced piece of dreck is shockingly bad and absolutely unnecessary .,neg
"... a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh .",pos
This is one of the biggest disappointments of the year .,neg
A triumph of pure craft and passionate heart .,pos
Intriguing and stylish .,pos
"Guy gets girl , guy loses girl , audience falls asleep .",neg
"By the standards of knucklehead swill , The Hot Chick is pretty damned funny .",pos
"If you go , pack your knitting needles .",neg
Judith and Zaza 's extended bedroom sequence ... is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .,pos
"insightfully written , delicately performed",pos
"This movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",neg
A conventional but heartwarming tale .,pos
The movie is a dud .,neg
"Why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",neg
Visually captivating .,pos
"A zombie movie in every sense of the word -- mindless , lifeless , meandering , loud , painful , obnoxious .",neg
"Brims with passion : for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life .",pos
Begins like a docu-drama but builds its multi-character story with a flourish .,pos
"Nicole Holofcener 's Lovely and Amazing , from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style .",pos
"A fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .",pos
"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause .",pos
The whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .,neg
"The story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday .",pos
"A deftly entertaining film , smartly played and smartly directed .",pos
Birthday Girl walks a tricky tightrope between being wickedly funny and just plain wicked .,pos
There is n't one moment in the film that surprises or delights .,neg
That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .,pos
"Awesome work : ineffable , elusive , yet inexplicably powerful",pos
"... a cheap , ludicrous attempt at serious horror .",neg
"For those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half .",pos
Nothing about the film -- with the possible exception of Elizabeth Hurley 's breasts -- is authentic .,neg
"Instead of letting the laughs come as they may , Lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick .",neg
"Flamboyant in some movies and artfully restrained in others , 65-year-old Jack Nicholson could be looking at his 12th Oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary .",pos
"A compelling pre-WWII drama with vivid characters and a warm , moving message .",pos
Why anyone who is not a character in this movie should care is beyond me .,neg
"The search for redemption makes for a touching love story , mainly because Blanchett and Ribisi compellingly tap into a spiritual aspect of their characters ' suffering .",pos
"Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",pos
Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator is Oscar-worthy .,pos
"If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumor of Angels should dispel it .",neg
Hate it because it 's lousy .,neg
"Laughably , irredeemably awful .",neg
"For devotees of French cinema , Safe Conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",pos
"The year 's greatest adventure , and Jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate .",pos
A return to pure Disney magic and is enjoyable family fare .,pos
"It 's a smartly directed , grown-up film of ideas .",pos
"Mr. Deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor .",neg
"Cox offers plenty of glimpses at existing photos , but there are no movies of Nijinsky , so instead the director treats us to an aimless hodgepodge .",neg
A modestly made but profoundly moving documentary .,pos
The actors try hard but come off too amateurish and awkward .,neg
"... the story is far-flung , illogical , and plain stupid .",neg
"The asylum material is gripping , as are the scenes of Jia with his family .",pos
"If you 're not deeply touched by this movie , check your pulse .",pos
Changing Lanes is an anomaly for a Hollywood movie ; it 's a well-written and occasionally challenging social drama that actually has something interesting to say .,pos
As pedestrian as they come .,neg
A backstage must-see for true fans of comedy .,pos
The film is a verbal duel between two gifted performers .,pos
The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism .,pos
"Despite the predictable parent vs. child coming-of-age theme , first-class , natural acting and a look at `` the real Americans '' make this a charmer .",pos
"finely crafted , finely written , exquisitely performed",pos
Truly terrible .,neg
An excellent sequel .,pos
An impressive hybrid .,pos
"Tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer Hilary Birmingham .",pos
"A gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .",pos
Far more enjoyable than its predecessor .,pos
"It 's soulful and unslick , and that 's apparently just what -LRB- Aniston -RRB- has always needed to grow into a movie career .",pos
"It 's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .",pos
"Directed with purpose and finesse by England 's Roger Mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as Notting Hill to commercial fare with real thematic heft .",pos
The animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst .,pos
"I 'm not sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening , but it 's stupid .",neg
A movie so bad that it quickly enters the pantheon of wreckage that includes Battlefield Earth and Showgirls .,neg
It 's a very valuable film ...,pos
"Like a skillful fisher , the director uses the last act to reel in the audience since its poignancy hooks us completely .",pos
"It 's also curious to note that this film , like the similarly ill-timed Antitrust , is easily as bad at a fraction the budget .",neg
"A delicious , quirky movie with a terrific screenplay and fanciful direction by Michael Gondry .",pos
"The story of Trouble Every Day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult .",neg
"Ah , yes , that would be me : fighting off the urge to doze .",neg
"Boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect .",neg
Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .,pos
It 's too interested in jerking off in all its Byzantine incarnations to bother pleasuring its audience .,neg
"What soured me on The Santa Clause 2 was that Santa bumps up against 21st century reality so hard , it 's icky .",neg
"Shot in rich , shadowy black-and-white , Devils chronicles , with increasingly amused irony , the relationship between reluctant captors and befuddled captives .",pos
A decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .,neg
It 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . ',neg
"There 's nothing like love to give a movie a B-12 shot , and CQ shimmers with it .",pos
"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .",pos
Kudos to the most enchanting film of the year .,pos
"It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .",pos
It goes on for too long and bogs down in a surfeit of characters and unnecessary subplots .,neg
"If you can get past the taboo subject matter , it will be well worth your time .",pos
"-LRB- T -RRB- his slop does n't even have potential as a cult film , as it 's too loud to shout insults at the screen .",neg
"If you really want to understand what this story is really all about , you 're far better served by the source material .",neg
"Killing time , that 's all that 's going on here .",neg
"Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing .",pos
"Invigorating , surreal , and resonant with a rainbow of emotion .",pos
More of the same old garbage Hollywood has been trying to pass off as acceptable teen entertainment for some time now .,neg
... wise and elegiac ...,pos
This is one of the year 's best films .,pos
The mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .,pos
A tremendous piece of work .,pos
"Rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",pos
It 's tough to be startled when you 're almost dozing .,neg
Such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .,neg
Adam Sandler 's Eight Crazy Nights grows on you -- like a rash .,neg
The film is impressive for the sights and sounds of the wondrous beats the world has to offer .,pos
"It looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such .",neg
It appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept .,neg
"For its 100 minutes running time , you 'll wait in vain for a movie to happen .",neg
"As exciting as all this exoticism might sound to the typical Pax viewer , the rest of us will be lulled into a coma .",neg
"I liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere .",neg
It shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,neg
-LRB- A -RRB- real pleasure in its laid-back way .,pos
"The Pianist -LRB- is -RRB- a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life .",pos
"Tully is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience .",pos
"Ms. Seigner and Mr. Serrault bring fresh , unforced naturalism to their characters .",pos
"The appeal of the vulgar , sexist , racist humour went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet .",neg
"We started to wonder if ... some unpaid intern had just typed ` Chris Rock , ' ` Anthony Hopkins ' and ` terrorists ' into some Univac-like script machine .",neg
"The two leads , nearly perfect in their roles , bring a heart and reality that buoy the film , and at times , elevate it to a superior crime movie .",pos
"Stitch is a bad mannered , ugly and destructive little \*\*\*\* .",neg
Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb .,pos
Mike Leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life,pos
"Sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even Freeman ca n't save it .",neg
Davis ... gets vivid performances from her cast and pulls off some deft Ally McBeal-style fantasy sequences .,pos
A knowing sense of humor and a lot of warmth ignite Son of the Bride .,pos
"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",pos
As giddy and whimsical and relevant today as it was 270 years ago .,pos
"With Dirty Deeds , David Caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen .",pos
It 's a feel-good movie about which you can actually feel good .,pos
A relative letdown .,neg
"The characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life .",pos
` This movie sucks . ',neg
Nothing short of a masterpiece -- and a challenging one .,pos
"The case is a convincing one , and should give anyone with a conscience reason to pause .",pos
"Scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar .",pos
You ca n't believe anyone would really buy this stuff .,neg
